 time, ref, y_nom, y_nn, u_nom, u_nn
0,-0.25,-55.73687,-55.74006,0,0
0.02,-0.25,35.34536,35.32984,-0.011,-0.011
0.04,-0.25,-34.2916,-34.41634,-0.0254,-0.02478
0.06,-0.25,20.49679,20.36141,-0.03902,-0.03737
0.08,-0.25,-21.15686,-21.3924,-0.05458,-0.05139
0.1,-0.25,11.82047,11.55808,-0.06951,-0.06438
0.12,-0.25,-13.08011,-13.44124,-0.08536,-0.0779
0.14,-0.25,6.77749,6.38369,-0.10054,-0.09046
0.16,-0.25,-8.10457,-8.5867,-0.11594,-0.10296
0.18,-0.25,3.85128,3.33768,-0.13056,-0.11452
0.2,-0.25,-5.04862,-5.63328,-0.14491,-0.12568
0.22,-0.25,2.14037,1.53192,-0.15838,-0.13593
0.24,-0.25,-3.19437,-3.85291,-0.17127,-0.14559
0.26,-0.25,1.11328,0.44322,-0.1832,-0.15437
0.28,-0.25,-2.10161,-2.7996,-0.19434,-0.16249
0.3,-0.25,0.4607,-0.23427,-0.20449,-0.16979
0.32,-0.25,-1.49674,-2.19824,-0.21377,-0.17642
0.34,-0.25,0.00636,-0.67732,-0.22205,-0.18231
0.36,-0.25,-1.20662,-1.87764,-0.22944,-0.18757
0.38,-0.25,-0.34692,-0.98662,-0.23589,-0.19218
0.4,-0.25,-1.11927,-1.73029,-0.24146,-0.19623
0.42,-0.25,-0.64982,-1.21839,-0.24617,-0.19972
0.44,-0.25,-1.16043,-1.688,-0.25009,-0.20273
0.46,-0.25,-0.92626,-1.40322,-0.25324,-0.20528
0.48,-0.25,-1.27967,-1.7072,-0.25569,-0.20742
0.5,-0.25,-1.1853,-1.55729,-0.25749,-0.2092
0.52,-0.25,-1.44204,-1.75994,-0.2587,-0.21066
0.54,-0.25,-1.42831,-1.68888,-0.25937,-0.21184
0.56,-0.25,-1.62307,-1.82835,-0.25958,-0.21277
0.58,-0.25,-1.65314,-1.80219,-0.25937,-0.21349
0.6,-0.25,-1.80567,-1.90118,-0.25881,-0.21403
0.62,-0.25,-1.85662,-1.89944,-0.25794,-0.21442
0.64,-0.25,-1.97817,-1.9716,-0.25682,-0.2147
0.66,-0.25,-2.03586,-1.98204,-0.25551,-0.21487
0.68,-0.25,-2.13297,-2.03568,-0.25404,-0.21497
0.7,-0.25,-2.18888,-2.05114,-0.25246,-0.21501
0.72,-0.25,-2.26563,-2.0915,-0.25082,-0.21502
0.74,-0.25,-2.31492,-2.10795,-0.24913,-0.215
0.76,-0.25,-2.3741,-2.13843,-0.24745,-0.21497
0.78,-0.25,-2.41435,-2.15373,-0.24579,-0.21494
0.8,-0.25,-2.45823,-2.17669,-0.24417,-0.21491
0.82,-0.25,-2.4886,-2.18985,-0.24263,-0.2149
0.84,-0.25,-2.51919,-2.20699,-0.24118,-0.21491
0.86,-0.25,-2.5399,-2.21771,-0.23983,-0.21495
0.88,-0.25,-2.55915,-2.23034,-0.2386,-0.21501
0.9,-0.25,-2.57105,-2.2387,-0.23748,-0.21511
0.92,-0.25,-2.58085,-2.24785,-0.23649,-0.21523
0.94,-0.25,-2.5852,-2.25413,-0.23563,-0.21539
0.96,-0.25,-2.58741,-2.26064,-0.23491,-0.21558
0.98,-0.25,-2.58562,-2.26521,-0.23431,-0.2158
1,-0.25,-2.58199,-2.26975,-0.23384,-0.21604
1.02,-0.25,-2.57554,-2.27299,-0.23349,-0.21632
1.04,-0.25,-2.56769,-2.27612,-0.23327,-0.21662
1.06,-0.25,-2.55798,-2.2784,-0.23315,-0.21695
1.08,-0.25,-2.54737,-2.28056,-0.23313,-0.2173
1.1,-0.25,-2.53568,-2.28218,-0.23321,-0.21767
1.12,-0.25,-2.52357,-2.28373,-0.23338,-0.21805
1.14,-0.25,-2.511,-2.28496,-0.23363,-0.21846
1.16,-0.25,-2.49843,-2.28616,-0.23394,-0.21887
1.18,-0.25,-2.4859,-2.2872,-0.23432,-0.2193
1.2,-0.25,-2.47371,-2.28826,-0.23475,-0.21973
1.22,-0.25,-2.46192,-2.28926,-0.23522,-0.22017
1.24,-0.25,-2.45075,-2.29032,-0.23573,-0.22062
1.26,-0.25,-2.44022,-2.29139,-0.23626,-0.22107
1.28,-0.25,-2.43049,-2.29254,-0.23682,-0.22152
1.3,-0.25,-2.42157,-2.29374,-0.23738,-0.22197
1.32,-0.25,-2.41355,-2.29504,-0.23796,-0.22242
1.34,-0.25,-2.40642,-2.29641,-0.23854,-0.22287
1.36,-0.25,-2.40022,-2.29788,-0.23911,-0.22331
1.38,-0.25,-2.39493,-2.29944,-0.23967,-0.22375
1.4,-0.25,-2.39055,-2.30108,-0.24022,-0.22419
1.42,-0.25,-2.38705,-2.30282,-0.24076,-0.22462
1.44,-0.25,-2.38439,-2.30463,-0.24127,-0.22505
1.46,-0.25,-2.38254,-2.30652,-0.24176,-0.22546
1.48,-0.25,-2.38144,-2.30848,-0.24223,-0.22588
1.5,-0.25,-2.38104,-2.3105,-0.24268,-0.22628
1.52,-0.25,-2.38129,-2.31258,-0.2431,-0.22668
1.54,-0.25,-2.38212,-2.31471,-0.24349,-0.22707
1.56,-0.25,-2.38348,-2.31688,-0.24386,-0.22745
1.58,-0.25,-2.3853,-2.31908,-0.24419,-0.22783
1.6,-0.25,-2.38752,-2.3213,-0.24451,-0.2282
1.62,-0.25,-2.39008,-2.32355,-0.24479,-0.22856
1.64,-0.25,-2.39293,-2.32581,-0.24505,-0.22891
1.66,-0.25,-2.39601,-2.32808,-0.24529,-0.22926
1.68,-0.25,-2.39926,-2.33034,-0.24551,-0.2296
1.7,-0.25,-2.40264,-2.3326,-0.2457,-0.22993
1.72,-0.25,-2.4061,-2.33486,-0.24588,-0.23026
1.74,-0.25,-2.4096,-2.33709,-0.24603,-0.23058
1.76,-0.25,-2.41311,-2.33931,-0.24617,-0.23089
1.78,-0.25,-2.41658,-2.34151,-0.24629,-0.2312
1.8,-0.25,-2.41998,-2.34369,-0.2464,-0.2315
1.82,-0.25,-2.4233,-2.34583,-0.2465,-0.23179
1.84,-0.25,-2.42651,-2.34795,-0.24659,-0.23209
1.86,-0.25,-2.42959,-2.35004,-0.24666,-0.23237
1.88,-0.25,-2.43252,-2.35209,-0.24673,-0.23265
1.9,-0.25,-2.43529,-2.35411,-0.24679,-0.23293
1.92,-0.25,-2.4379,-2.3561,-0.24685,-0.2332
1.94,-0.25,-2.44034,-2.35805,-0.24689,-0.23346
1.96,-0.25,-2.44261,-2.35997,-0.24694,-0.23372
1.98,-0.25,-2.4447,-2.36185,-0.24698,-0.23398
2,-0.25,-2.44662,-2.36369,-0.24703,-0.23423
2.02,-0.25,-2.44836,-2.3655,-0.24706,-0.23448
