 time, ref, y_nom, y_nn, u_nom, u_nn
0,-0.125,-27.86844,-27.88687,0,0
0.02,-0.125,17.67268,17.65676,-0.0055,-0.0055
0.04,-0.125,-17.1458,-17.21394,-0.0127,-0.0124
0.06,-0.125,10.24839,10.17554,-0.01951,-0.01871
0.08,-0.125,-10.57844,-10.69256,-0.02729,-0.02572
0.1,-0.125,5.91021,5.77273,-0.03475,-0.03223
0.12,-0.125,-6.54011,-6.71427,-0.04268,-0.03899
0.14,-0.125,3.38864,3.18542,-0.05027,-0.04528
0.16,-0.125,-4.05247,-4.28734,-0.05797,-0.05153
0.18,-0.125,1.92534,1.66326,-0.06528,-0.05732
0.2,-0.125,-2.52478,-2.81167,-0.07245,-0.06291
0.22,-0.125,1.0695,0.76174,-0.07919,-0.06804
0.24,-0.125,-1.59815,-1.92232,-0.08563,-0.07287
0.26,-0.125,0.55535,0.21897,-0.09159,-0.07727
0.28,-0.125,-1.05249,-1.39604,-0.09716,-0.08133
0.3,-0.125,0.22822,-0.1181,-0.10223,-0.08499
0.32,-0.125,-0.75101,-1.09524,-0.10686,-0.0883
0.34,-0.125,-1E-05,-0.33791,-0.11099,-0.09125
0.36,-0.125,-0.6071,-0.93442,-0.11468,-0.09388
0.38,-0.125,-0.17787,-0.49085,-0.11789,-0.09618
0.4,-0.125,-0.56469,-0.85991,-0.12067,-0.09819
0.42,-0.125,-0.33062,-0.60506,-0.12301,-0.09993
0.44,-0.125,-0.58658,-0.83773,-0.12496,-0.10142
0.46,-0.125,-0.47013,-0.69586,-0.12652,-0.10268
0.48,-0.125,-0.64745,-0.84619,-0.12773,-0.10373
0.5,-0.125,-0.60085,-0.77137,-0.12862,-0.1046
0.52,-0.125,-0.72976,-0.87139,-0.12921,-0.10531
0.54,-0.125,-0.72338,-0.83577,-0.12954,-0.10587
0.56,-0.125,-0.82119,-0.90448,-0.12963,-0.1063
0.58,-0.125,-0.8366,-0.89119,-0.12951,-0.10663
0.6,-0.125,-0.91317,-0.93988,-0.12921,-0.10686
0.62,-0.125,-0.93889,-0.93875,-0.12877,-0.10702
0.64,-0.125,-0.99984,-0.97419,-0.1282,-0.10711
0.66,-0.125,-1.0288,-0.97915,-0.12754,-0.10715
0.68,-0.125,-1.07742,-1.00548,-0.1268,-0.10716
0.7,-0.125,-1.10537,-1.01297,-0.126,-0.10713
0.72,-0.125,-1.14369,-1.03277,-0.12517,-0.10708
0.74,-0.125,-1.16824,-1.04078,-0.12433,-0.10702
0.76,-0.125,-1.19769,-1.05574,-0.12349,-0.10695
0.78,-0.125,-1.21763,-1.06321,-0.12265,-0.10688
0.8,-0.125,-1.23936,-1.07448,-0.12185,-0.10681
0.82,-0.125,-1.25431,-1.08092,-0.12108,-0.10675
0.84,-0.125,-1.26936,-1.08933,-0.12036,-0.1067
0.86,-0.125,-1.27944,-1.09458,-0.11969,-0.10666
0.88,-0.125,-1.28879,-1.10077,-0.11908,-0.10663
0.9,-0.125,-1.29447,-1.10486,-0.11853,-0.10662
0.92,-0.125,-1.29909,-1.10933,-0.11805,-0.10663
0.94,-0.125,-1.301,-1.11239,-0.11763,-0.10665
0.96,-0.125,-1.30184,-1.11556,-0.11727,-0.10669
0.98,-0.125,-1.3007,-1.11778,-0.11698,-0.10674
1,-0.125,-1.29865,-1.11997,-0.11676,-0.10681
1.02,-0.125,-1.29522,-1.12152,-0.1166,-0.10689
1.04,-0.125,-1.2911,-1.12301,-0.11649,-0.10699
1.06,-0.125,-1.28608,-1.12408,-0.11644,-0.1071
1.08,-0.125,-1.28063,-1.12508,-0.11645,-0.10723
1.1,-0.125,-1.27466,-1.12582,-0.1165,-0.10736
1.12,-0.125,-1.2685,-1.12651,-0.11659,-0.10751
1.14,-0.125,-1.26214,-1.12705,-0.11672,-0.10766
1.16,-0.125,-1.2558,-1.12757,-0.11689,-0.10782
1.18,-0.125,-1.2495,-1.12801,-0.11708,-0.10799
1.2,-0.125,-1.2434,-1.12845,-0.11731,-0.10817
1.22,-0.125,-1.23752,-1.12887,-0.11755,-0.10835
1.24,-0.125,-1.23196,-1.12931,-0.11781,-0.10853
1.26,-0.125,-1.22674,-1.12976,-0.11808,-0.10871
1.28,-0.125,-1.22194,-1.13025,-0.11836,-0.1089
1.3,-0.125,-1.21755,-1.13076,-0.11865,-0.10909
1.32,-0.125,-1.21363,-1.13132,-0.11894,-0.10928
1.34,-0.125,-1.21016,-1.13193,-0.11923,-0.10948
1.36,-0.125,-1.20717,-1.13258,-0.11952,-0.10967
1.38,-0.125,-1.20464,-1.13327,-0.11981,-0.10986
1.4,-0.125,-1.20257,-1.13402,-0.12008,-0.11005
1.42,-0.125,-1.20095,-1.13481,-0.12035,-0.11023
1.44,-0.125,-1.19974,-1.13565,-0.12061,-0.11042
1.46,-0.125,-1.19895,-1.13652,-0.12086,-0.1106
1.48,-0.125,-1.19852,-1.13744,-0.12109,-0.11078
1.5,-0.125,-1.19845,-1.13839,-0.12131,-0.11096
1.52,-0.125,-1.1987,-1.13937,-0.12152,-0.11114
1.54,-0.125,-1.19923,-1.14039,-0.12171,-0.11131
1.56,-0.125,-1.20003,-1.14142,-0.1219,-0.11148
1.58,-0.125,-1.20104,-1.14248,-0.12206,-0.11165
1.6,-0.125,-1.20226,-1.14356,-0.12222,-0.11182
1.62,-0.125,-1.20364,-1.14465,-0.12236,-0.11198
1.64,-0.125,-1.20515,-1.14575,-0.12249,-0.11214
1.66,-0.125,-1.20677,-1.14686,-0.12261,-0.1123
1.68,-0.125,-1.20847,-1.14798,-0.12271,-0.11245
1.7,-0.125,-1.21023,-1.1491,-0.12281,-0.1126
1.72,-0.125,-1.21202,-1.15022,-0.12289,-0.11275
1.74,-0.125,-1.21383,-1.15133,-0.12297,-0.1129
1.76,-0.125,-1.21563,-1.15245,-0.12304,-0.11304
1.78,-0.125,-1.2174,-1.15355,-0.1231,-0.11318
1.8,-0.125,-1.21914,-1.15465,-0.12315,-0.11332
1.82,-0.125,-1.22083,-1.15574,-0.1232,-0.11346
1.84,-0.125,-1.22245,-1.15682,-0.12324,-0.11359
1.86,-0.125,-1.22401,-1.15789,-0.12328,-0.11373
1.88,-0.125,-1.22549,-1.15895,-0.12331,-0.11386
1.9,-0.125,-1.22689,-1.15999,-0.12334,-0.11399
1.92,-0.125,-1.2282,-1.16102,-0.12337,-0.11411
1.94,-0.125,-1.22942,-1.16204,-0.1234,-0.11424
1.96,-0.125,-1.23055,-1.16304,-0.12342,-0.11436
1.98,-0.125,-1.23159,-1.16403,-0.12344,-0.11449
2,-0.125,-1.23255,-1.165,-0.12346,-0.11461
2.02,-0.125,-1.23342,-1.16596,-0.12348,-0.11473
2.04,-0.125,-1.2342,-1.16691,-0.1235,-0.11484
2.06,-0.125,-1.2349,-1.16784,-0.12352,-0.11496
2.08,-0.125,-1.23553,-1.16875,-0.12354,-0.11507
2.1,-0.125,-1.23609,-1.16966,-0.12356,-0.11519
2.12,-0.125,-1.23658,-1.17054,-0.12359,-0.1153
2.14,-0.125,-1.237,-1.17142,-0.12361,-0.11541
2.16,-0.125,-1.23737,-1.17228,-0.12363,-0.11552
2.18,-0.125,-1.23769,-1.17313,-0.12365,-0.11562
2.2,-0.125,-1.23797,-1.17397,-0.12368,-0.11573
2.22,-0.125,-1.2382,-1.17479,-0.1237,-0.11583
2.24,-0.125,-1.23839,-1.1756,-0.12373,-0.11594
2.26,-0.125,-1.23856,-1.1764,-0.12375,-0.11604
2.28,-0.125,-1.2387,-1.17719,-0.12378,-0.11614
2.3,-0.125,-1.23881,-1.17797,-0.12381,-0.11624
2.32,-0.125,-1.23891,-1.17873,-0.12383,-0.11634
2.34,-0.125,-1.239,-1.17949,-0.12386,-0.11644
2.36,-0.125,-1.23907,-1.18024,-0.12389,-0.11653
2.38,-0.125,-1.23913,-1.18097,-0.12392,-0.11663
2.4,-0.125,-1.23919,-1.1817,-0.12395,-0.11672
2.42,-0.125,-1.23925,-1.18241,-0.12397,-0.11682
2.44,-0.125,-1.23931,-1.18312,-0.124,-0.11691
2.46,-0.125,-1.23937,-1.18382,-0.12403,-0.117
2.48,-0.125,-1.23943,-1.18451,-0.12406,-0.11709
2.5,-0.125,-1.23949,-1.18519,-0.12409,-0.11718
2.52,-0.125,-1.23956,-1.18586,-0.12411,-0.11727
2.54,-0.125,-1.23964,-1.18652,-0.12414,-0.11735
2.56,-0.125,-1.23972,-1.18718,-0.12417,-0.11744
2.58,-0.125,-1.23981,-1.18783,-0.12419,-0.11752
2.6,-0.125,-1.23991,-1.18847,-0.12422,-0.11761
2.62,-0.125,-1.24001,-1.1891,-0.12424,-0.11769
2.64,-0.125,-1.24012,-1.18972,-0.12427,-0.11777
2.66,-0.125,-1.24024,-1.19034,-0.12429,-0.11785
2.68,-0.125,-1.24036,-1.19095,-0.12431,-0.11793
2.7,-0.125,-1.24049,-1.19155,-0.12433,-0.11801
2.72,-0.125,-1.24062,-1.19214,-0.12435,-0.11809
2.74,-0.125,-1.24076,-1.19273,-0.12437,-0.11817
2.76,-0.125,-1.2409,-1.19331,-0.12439,-0.11824
2.78,-0.125,-1.24104,-1.19388,-0.12441,-0.11832
2.8,-0.125,-1.24119,-1.19444,-0.12443,-0.11839
2.82,-0.125,-1.24134,-1.195,-0.12445,-0.11846
2.84,-0.125,-1.24149,-1.19555,-0.12446,-0.11853
2.86,-0.125,-1.24164,-1.1961,-0.12448,-0.11861
2.88,-0.125,-1.24178,-1.19664,-0.1245,-0.11868
2.9,-0.125,-1.24193,-1.19717,-0.12451,-0.11875
2.92,-0.125,-1.24208,-1.19769,-0.12452,-0.11881
2.94,-0.125,-1.24223,-1.19821,-0.12454,-0.11888
2.96,-0.125,-1.24237,-1.19872,-0.12455,-0.11895
2.98,-0.125,-1.24251,-1.19923,-0.12456,-0.11902
3,-0.125,-1.24265,-1.19973,-0.12458,-0.11908
3.02,-0.125,-1.24278,-1.20022,-0.12459,-0.11914
3.04,-0.125,-1.24291,-1.20071,-0.1246,-0.11921
3.06,-0.125,-1.24304,-1.20119,-0.12461,-0.11927
3.08,-0.125,-1.24316,-1.20167,-0.12462,-0.11933
3.1,-0.125,-1.24328,-1.20214,-0.12463,-0.11939
3.12,-0.125,-1.24339,-1.2026,-0.12464,-0.11946
3.14,-0.125,-1.2435,-1.20306,-0.12465,-0.11952
3.16,-0.125,-1.24361,-1.20351,-0.12466,-0.11957
3.18,-0.125,-1.24371,-1.20396,-0.12467,-0.11963
3.2,-0.125,-1.24381,-1.2044,-0.12468,-0.11969
3.22,-0.125,-1.2439,-1.20483,-0.12468,-0.11975
3.24,-0.125,-1.24399,-1.20526,-0.12469,-0.1198
3.26,-0.125,-1.24408,-1.20569,-0.1247,-0.11986
3.28,-0.125,-1.24416,-1.20611,-0.12471,-0.11991
3.3,-0.125,-1.24424,-1.20652,-0.12471,-0.11997
3.32,-0.125,-1.24431,-1.20693,-0.12472,-0.12002
3.34,-0.125,-1.24438,-1.20733,-0.12473,-0.12007
3.36,-0.125,-1.24445,-1.20773,-0.12474,-0.12013
3.38,-0.125,-1.24452,-1.20813,-0.12474,-0.12018
3.4,-0.125,-1.24458,-1.20852,-0.12475,-0.12023
3.42,-0.125,-1.24464,-1.2089,-0.12476,-0.12028
3.44,-0.125,-1.2447,-1.20928,-0.12476,-0.12033
3.46,-0.125,-1.24475,-1.20965,-0.12477,-0.12038
3.48,-0.125,-1.2448,-1.21002,-0.12477,-0.12042
3.5,-0.125,-1.24485,-1.21039,-0.12478,-0.12047
3.52,-0.125,-1.2449,-1.21075,-0.12479,-0.12052
3.54,-0.125,-1.24495,-1.21111,-0.12479,-0.12057
3.56,-0.125,-1.245,-1.21146,-0.1248,-0.12061
3.58,-0.125,-1.24504,-1.2118,-0.1248,-0.12066
3.6,-0.125,-1.24508,-1.21215,-0.12481,-0.1207
3.62,-0.125,-1.24512,-1.21248,-0.12481,-0.12075
3.64,-0.125,-1.24517,-1.21282,-0.12482,-0.12079
3.66,-0.125,-1.2452,-1.21315,-0.12482,-0.12083
3.68,-0.125,-1.24524,-1.21347,-0.12483,-0.12088
3.7,-0.125,-1.24528,-1.2138,-0.12483,-0.12092
3.72,-0.125,-1.24532,-1.21411,-0.12484,-0.12096
3.74,-0.125,-1.24535,-1.21443,-0.12484,-0.121
3.76,-0.125,-1.24539,-1.21474,-0.12485,-0.12104
3.78,-0.125,-1.24542,-1.21504,-0.12485,-0.12108
3.8,-0.125,-1.24545,-1.21535,-0.12485,-0.12112
3.82,-0.125,-1.24549,-1.21564,-0.12486,-0.12116
3.84,-0.125,-1.24552,-1.21594,-0.12486,-0.1212
3.86,-0.125,-1.24555,-1.21623,-0.12487,-0.12124
3.88,-0.125,-1.24558,-1.21652,-0.12487,-0.12127
3.9,-0.125,-1.24561,-1.2168,-0.12487,-0.12131
3.92,-0.125,-1.24564,-1.21708,-0.12488,-0.12135
3.94,-0.125,-1.24567,-1.21736,-0.12488,-0.12138
3.96,-0.125,-1.2457,-1.21763,-0.12488,-0.12142
3.98,-0.125,-1.24573,-1.2179,-0.12489,-0.12145
4,-0.125,-1.24575,-1.21817,-0.12489,-0.12149
4.02,-0.125,-1.24578,-1.21843,-0.12489,-0.12152
4.04,-0.125,-1.24581,-1.21869,-0.1249,-0.12156
4.06,-0.125,-1.24583,-1.21894,-0.1249,-0.12159
4.08,-0.125,-1.24586,-1.2192,-0.1249,-0.12162
4.1,-0.125,-1.24588,-1.21945,-0.1249,-0.12166
4.12,-0.125,-1.2459,-1.21969,-0.12491,-0.12169
4.14,-0.125,-1.24593,-1.21994,-0.12491,-0.12172
4.16,-0.125,-1.24595,-1.22018,-0.12491,-0.12175
4.18,-0.125,-1.24597,-1.22041,-0.12491,-0.12178
4.2,-0.125,-1.24599,-1.22065,-0.12492,-0.12181
4.22,-0.125,-1.24602,-1.22088,-0.12492,-0.12185
4.24,-0.125,-1.24604,-1.22111,-0.12492,-0.12188
4.26,-0.125,-1.24606,-1.22134,-0.12492,-0.1219
4.28,-0.125,-1.24607,-1.22156,-0.12493,-0.12193
4.3,-0.125,-1.24609,-1.22178,-0.12493,-0.12196
4.32,-0.125,-1.24611,-1.222,-0.12493,-0.12199
4.34,-0.125,-1.24613,-1.22221,-0.12493,-0.12202
4.36,-0.125,-1.24615,-1.22242,-0.12493,-0.12205
4.38,-0.125,-1.24616,-1.22263,-0.12493,-0.12207
4.4,-0.125,-1.24618,-1.22284,-0.12494,-0.1221
4.42,-0.125,-1.2462,-1.22304,-0.12494,-0.12213
4.44,-0.125,-1.24621,-1.22324,-0.12494,-0.12215
4.46,-0.125,-1.24623,-1.22344,-0.12494,-0.12218
4.48,-0.125,-1.24624,-1.22364,-0.12494,-0.12221
4.5,-0.125,-1.24625,-1.22383,-0.12494,-0.12223
4.52,-0.125,-1.24627,-1.22402,-0.12495,-0.12226
4.54,-0.125,-1.24628,-1.22421,-0.12495,-0.12228
4.56,-0.125,-1.24629,-1.2244,-0.12495,-0.12231
4.58,-0.125,-1.24631,-1.22458,-0.12495,-0.12233
4.6,-0.125,-1.24632,-1.22476,-0.12495,-0.12235
4.62,-0.125,-1.24633,-1.22494,-0.12495,-0.12238
4.64,-0.125,-1.24634,-1.22512,-0.12495,-0.1224
4.66,-0.125,-1.24635,-1.2253,-0.12496,-0.12242
4.68,-0.125,-1.24636,-1.22547,-0.12496,-0.12245
4.7,-0.125,-1.24637,-1.22564,-0.12496,-0.12247
4.72,-0.125,-1.24638,-1.22581,-0.12496,-0.12249
4.74,-0.125,-1.24639,-1.22598,-0.12496,-0.12251
4.76,-0.125,-1.2464,-1.22614,-0.12496,-0.12253
4.78,-0.125,-1.24641,-1.2263,-0.12496,-0.12256
4.8,-0.125,-1.24642,-1.22646,-0.12496,-0.12258
4.82,-0.125,-1.24643,-1.22662,-0.12496,-0.1226
4.84,-0.125,-1.24644,-1.22678,-0.12497,-0.12262
4.86,-0.125,-1.24645,-1.22693,-0.12497,-0.12264
4.88,-0.125,-1.24645,-1.22708,-0.12497,-0.12266
4.9,-0.125,-1.24646,-1.22723,-0.12497,-0.12268
4.92,-0.125,-1.24647,-1.22738,-0.12497,-0.1227
4.94,-0.125,-1.24648,-1.22753,-0.12497,-0.12272
4.96,-0.125,-1.24648,-1.22767,-0.12497,-0.12274
4.98,-0.125,-1.24649,-1.22782,-0.12497,-0.12275
5,-0.125,-1.2465,-1.22796,-0.12497,-0.12277
5.02,-0.125,-1.24651,-1.2281,-0.12497,-0.12279
5.04,-0.125,-1.24651,-1.22823,-0.12497,-0.12281
5.06,-0.125,-1.24652,-1.22837,-0.12497,-0.12283
5.08,-0.125,-1.24652,-1.2285,-0.12498,-0.12284
5.1,-0.125,-1.24653,-1.22864,-0.12498,-0.12286
5.12,-0.125,-1.24654,-1.22877,-0.12498,-0.12288
5.14,-0.125,-1.24654,-1.2289,-0.12498,-0.1229
5.16,-0.125,-1.24655,-1.22902,-0.12498,-0.12291
5.18,-0.125,-1.24655,-1.22915,-0.12498,-0.12293
5.2,-0.125,-1.24656,-1.22927,-0.12498,-0.12294
5.22,-0.125,-1.24656,-1.2294,-0.12498,-0.12296
5.24,-0.125,-1.24657,-1.22952,-0.12498,-0.12298
5.26,-0.125,-1.24657,-1.22964,-0.12498,-0.12299
5.28,-0.125,-1.24658,-1.22975,-0.12498,-0.12301
5.3,-0.125,-1.24658,-1.22987,-0.12498,-0.12302
5.32,-0.125,-1.24659,-1.22999,-0.12498,-0.12304
5.34,-0.125,-1.24659,-1.2301,-0.12498,-0.12305
5.36,-0.125,-1.2466,-1.23021,-0.12498,-0.12307
