 time, ref, y_nom, y_nn, u_nom, u_nn
0,0.25,55.73687,55.77091,0,0
0.02,0.25,-35.34536,-35.33224,0.011,0.01101
0.04,0.25,34.2916,34.43512,0.0254,0.02481
0.06,0.25,-20.49679,-20.36571,0.03902,0.03744
0.08,0.25,21.15686,21.41679,0.05458,0.0515
0.1,0.25,-11.82047,-11.55386,0.06951,0.06454
0.12,0.25,13.08011,13.46302,0.08536,0.07811
0.14,0.25,-6.77749,-6.37388,0.10054,0.09073
0.16,0.25,8.10457,8.60277,0.11594,0.10329
0.18,0.25,-3.85128,-3.32711,0.13056,0.11493
0.2,0.25,5.04862,5.64217,0.14491,0.12616
0.22,0.25,-2.14037,-1.52451,0.15838,0.13648
0.24,0.25,3.19437,3.85432,0.17127,0.14622
0.26,0.25,-1.11328,-0.4412,0.1832,0.15507
0.28,0.25,2.10161,2.79403,0.19434,0.16326
0.3,0.25,-0.4607,0.23017,0.20449,0.17062
0.32,0.25,1.49674,2.1867,0.21377,0.17731
0.34,0.25,-0.00636,0.66747,0.22205,0.18325
0.36,0.25,1.20662,1.86139,0.22944,0.18855
0.38,0.25,0.34692,0.972,0.23589,0.19318
0.4,0.25,1.11927,1.71066,0.24146,0.19725
0.42,0.25,0.64982,1.20025,0.24617,0.20075
0.44,0.25,1.16043,1.66625,0.25009,0.20375
0.46,0.25,0.92626,1.38284,0.25324,0.20628
0.48,0.25,1.27967,1.68442,0.25569,0.2084
0.5,0.25,1.1853,1.53579,0.25749,0.21015
0.52,0.25,1.44204,1.73703,0.2587,0.21157
0.54,0.25,1.42831,1.66718,0.25937,0.21269
0.56,0.25,1.62307,1.80599,0.25958,0.21356
0.58,0.25,1.65314,1.78098,0.25937,0.21422
0.6,0.25,1.80567,1.87984,0.25881,0.21469
0.62,0.25,1.85662,1.87919,0.25794,0.215
0.64,0.25,1.97817,1.95155,0.25682,0.2152
0.66,0.25,2.03586,1.963,0.25551,0.21529
0.68,0.25,2.13297,2.01705,0.25404,0.2153
0.7,0.25,2.18888,2.03342,0.25246,0.21526
0.72,0.25,2.26563,2.07427,0.25082,0.21518
0.74,0.25,2.31492,2.09151,0.24913,0.21507
0.76,0.25,2.3741,2.1225,0.24745,0.21495
0.78,0.25,2.41435,2.13846,0.24579,0.21483
0.8,0.25,2.45823,2.16187,0.24417,0.21472
0.82,0.25,2.4886,2.17556,0.24263,0.21463
0.84,0.25,2.51919,2.19308,0.24118,0.21455
0.86,0.25,2.5399,2.2042,0.23983,0.21451
0.88,0.25,2.55915,2.21711,0.2386,0.2145
0.9,0.25,2.57105,2.22574,0.23748,0.21452
0.92,0.25,2.58085,2.23507,0.23649,0.21457
0.94,0.25,2.5852,2.24152,0.23563,0.21466
0.96,0.25,2.58741,2.24811,0.23491,0.21479
0.98,0.25,2.58562,2.25274,0.23431,0.21495
1,0.25,2.58199,2.25729,0.23384,0.21514
1.02,0.25,2.57554,2.26051,0.23349,0.21536
1.04,0.25,2.56769,2.26358,0.23327,0.21561
1.06,0.25,2.55798,2.26578,0.23315,0.21589
1.08,0.25,2.54737,2.26783,0.23313,0.2162
1.1,0.25,2.53568,2.26934,0.23321,0.21652
1.12,0.25,2.52357,2.27074,0.23338,0.21687
1.14,0.25,2.511,2.27182,0.23363,0.21724
1.16,0.25,2.49843,2.27286,0.23394,0.21762
1.18,0.25,2.4859,2.27374,0.23432,0.21801
1.2,0.25,2.47371,2.27464,0.23475,0.21842
1.22,0.25,2.46192,2.27548,0.23522,0.21883
1.24,0.25,2.45075,2.27638,0.23573,0.21925
1.26,0.25,2.44022,2.27729,0.23626,0.21968
1.28,0.25,2.43049,2.2783,0.23682,0.22011
1.3,0.25,2.42157,2.27937,0.23738,0.22054
1.32,0.25,2.41355,2.28054,0.23796,0.22097
1.34,0.25,2.40642,2.2818,0.23854,0.22141
1.36,0.25,2.40022,2.28317,0.23911,0.22184
1.38,0.25,2.39493,2.28464,0.23967,0.22226
1.4,0.25,2.39055,2.28622,0.24022,0.22269
1.42,0.25,2.38705,2.28789,0.24076,0.22311
1.44,0.25,2.38439,2.28966,0.24127,0.22352
1.46,0.25,2.38254,2.29152,0.24176,0.22393
1.48,0.25,2.38144,2.29346,0.24223,0.22433
1.5,0.25,2.38104,2.29548,0.24268,0.22473
1.52,0.25,2.38129,2.29757,0.2431,0.22512
1.54,0.25,2.38212,2.29972,0.24349,0.2255
1.56,0.25,2.38348,2.30192,0.24386,0.22588
1.58,0.25,2.3853,2.30416,0.24419,0.22625
1.6,0.25,2.38752,2.30644,0.24451,0.22662
1.62,0.25,2.39008,2.30875,0.24479,0.22697
1.64,0.25,2.39293,2.31108,0.24505,0.22732
1.66,0.25,2.39601,2.31343,0.24529,0.22767
1.68,0.25,2.39926,2.31578,0.24551,0.22801
1.7,0.25,2.40264,2.31814,0.2457,0.22834
1.72,0.25,2.4061,2.3205,0.24588,0.22866
1.74,0.25,2.4096,2.32284,0.24603,0.22898
1.76,0.25,2.41311,2.32518,0.24617,0.2293
1.78,0.25,2.41658,2.3275,0.24629,0.22961
1.8,0.25,2.41998,2.3298,0.2464,0.22991
1.82,0.25,2.4233,2.33207,0.2465,0.23021
1.84,0.25,2.42651,2.33432,0.24659,0.2305
1.86,0.25,2.42959,2.33655,0.24666,0.23079
1.88,0.25,2.43252,2.33874,0.24673,0.23107
1.9,0.25,2.43529,2.3409,0.24679,0.23135
1.92,0.25,2.4379,2.34304,0.24685,0.23163
1.94,0.25,2.44034,2.34513,0.24689,0.2319
1.96,0.25,2.44261,2.3472,0.24694,0.23216
1.98,0.25,2.4447,2.34923,0.24698,0.23243
2,0.25,2.44662,2.35123,0.24703,0.23268
2.02,0.25,2.44836,2.3532,0.24706,0.23294
2.04,0.25,2.44994,2.35513,0.2471,0.23319
2.06,0.25,2.45137,2.35702,0.24714,0.23344
2.08,0.25,2.45264,2.35889,0.24718,0.23368
2.1,0.25,2.45376,2.36072,0.24722,0.23393
2.12,0.25,2.45476,2.36253,0.24726,0.23416
2.14,0.25,2.45563,2.3643,0.2473,0.2344
2.16,0.25,2.45638,2.36604,0.24734,0.23463
2.18,0.25,2.45703,2.36775,0.24739,0.23486
2.2,0.25,2.45759,2.36943,0.24743,0.23509
2.22,0.25,2.45806,2.37109,0.24748,0.23531
2.24,0.25,2.45846,2.37271,0.24753,0.23553
2.26,0.25,2.45879,2.37432,0.24758,0.23575
2.28,0.25,2.45907,2.37589,0.24763,0.23596
2.3,0.25,2.4593,2.37744,0.24768,0.23617
2.32,0.25,2.45949,2.37897,0.24773,0.23638
2.34,0.25,2.45965,2.38047,0.24779,0.23659
